timestamp,open,high,low,close,volume
2018-08-23 15:55:00,107.5300,107.5800,107.3450,107.5050,864295
2018-08-23 15:50:00,107.6500,107.6657,107.5000,107.5210,595571
2018-08-23 15:45:00,107.7100,107.7250,107.6000,107.6500,386482
2018-08-23 15:40:00,107.7600,107.8100,107.7050,107.7050,135093
2018-08-23 15:35:00,107.8100,107.8250,107.7300,107.7750,164745
2018-08-23 15:30:00,107.8900,107.9100,107.8150,107.8150,108223
2018-08-23 15:25:00,107.7950,107.8900,107.7950,107.8900,89622
2018-08-23 15:20:00,107.8600,107.8800,107.7800,107.7900,195041
2018-08-23 15:15:00,107.8900,107.9200,107.8450,107.8550,124459
2018-08-23 15:10:00,107.8550,107.9400,107.8450,107.9000,101056
2018-08-23 15:05:00,107.9300,107.9400,107.8700,107.8750,72707
2018-08-23 15:00:00,107.9200,107.9800,107.9000,107.9101,111107
2018-08-23 14:55:00,107.8950,107.9300,107.8500,107.9150,125633
2018-08-23 14:50:00,107.9300,107.9300,107.8200,107.8900,95617
2018-08-23 14:45:00,108.0300,108.0300,107.9100,107.9400,109099
2018-08-23 14:40:00,107.9300,108.0350,107.9100,108.0350,135135
2018-08-23 14:35:00,107.9800,107.9800,107.9135,107.9455,109512
2018-08-23 14:30:00,108.0285,108.0285,107.9450,107.9700,131684
2018-08-23 14:25:00,108.0100,108.0600,108.0000,108.0250,106015
2018-08-23 14:20:00,108.0100,108.0650,107.9900,108.0100,113635
2018-08-23 14:15:00,108.1250,108.1300,108.0099,108.0100,140610
2018-08-23 14:10:00,108.1450,108.1800,108.1200,108.1240,268705
2018-08-23 14:05:00,108.1110,108.1500,108.1050,108.1500,314732
2018-08-23 14:00:00,108.0250,108.1250,108.0200,108.1100,147634
2018-08-23 13:55:00,108.0300,108.0400,108.0000,108.0200,82233
2018-08-23 13:50:00,108.0100,108.0400,108.0000,108.0350,116910
2018-08-23 13:45:00,107.9500,108.0250,107.9250,108.0150,163296
2018-08-23 13:40:00,107.8300,107.9300,107.8300,107.9300,139074
2018-08-23 13:35:00,107.8150,107.8300,107.7350,107.8200,109003
2018-08-23 13:30:00,107.8400,107.8500,107.7750,107.8100,84000
2018-08-23 13:25:00,107.7750,107.8300,107.7500,107.8250,90235
2018-08-23 13:20:00,107.7000,107.7700,107.6850,107.7250,83507
2018-08-23 13:15:00,107.6200,107.7200,107.5950,107.7050,83492
2018-08-23 13:10:00,107.6700,107.6700,107.5800,107.6100,94378
2018-08-23 13:05:00,107.6700,107.7300,107.6100,107.6700,84828
2018-08-23 13:00:00,107.6499,107.7000,107.6200,107.6700,114748
2018-08-23 12:55:00,107.6200,107.6900,107.6200,107.6300,54184
2018-08-23 12:50:00,107.7300,107.7400,107.5900,107.6200,111097
2018-08-23 12:45:00,107.7314,107.7500,107.6700,107.7131,75022
2018-08-23 12:40:00,107.7000,107.8100,107.7000,107.7300,113499
2018-08-23 12:35:00,107.7199,107.7350,107.6800,107.6950,81427
2018-08-23 12:30:00,107.7150,107.7358,107.6600,107.6900,99239
2018-08-23 12:25:00,107.6368,107.7100,107.6300,107.6949,90633
2018-08-23 12:20:00,107.5200,107.6400,107.5200,107.6200,151192
2018-08-23 12:15:00,107.3500,107.5150,107.3050,107.5100,154480
2018-08-23 12:10:00,107.3350,107.3800,107.3200,107.3293,102207
2018-08-23 12:05:00,107.3700,107.4000,107.3100,107.3250,131928
2018-08-23 12:00:00,107.2900,107.4200,107.2900,107.3900,101811
2018-08-23 11:55:00,107.3200,107.4200,107.2642,107.2642,153805
2018-08-23 11:50:00,107.3100,107.3800,107.2700,107.3000,155257
2018-08-23 11:45:00,107.2700,107.3400,107.2700,107.3150,78700
2018-08-23 11:40:00,107.2300,107.3450,107.1000,107.2600,221337
2018-08-23 11:35:00,107.4400,107.4400,107.2150,107.2400,186565
2018-08-23 11:30:00,107.4051,107.5200,107.3500,107.4400,132428
2018-08-23 11:25:00,107.3571,107.5258,107.2900,107.4000,346574
2018-08-23 11:20:00,107.3053,107.4100,107.2100,107.3800,216937
2018-08-23 11:15:00,107.6400,107.6400,107.2650,107.2650,286568
2018-08-23 11:10:00,107.6700,107.7500,107.6200,107.6500,662852
2018-08-23 11:05:00,107.8900,107.8900,107.6200,107.7200,222905
2018-08-23 11:00:00,107.8600,107.9300,107.8219,107.9300,105487
2018-08-23 10:55:00,108.0000,108.0100,107.8400,107.8900,202845
2018-08-23 10:50:00,108.0800,108.0800,107.9700,107.9950,110484
2018-08-23 10:45:00,108.1200,108.1200,108.0000,108.1000,167901
2018-08-23 10:40:00,108.1500,108.1700,108.0800,108.1100,152334
2018-08-23 10:35:00,108.1000,108.1685,108.1000,108.1350,146633
2018-08-23 10:30:00,108.1300,108.1500,108.0700,108.1150,168472
2018-08-23 10:25:00,108.0200,108.1100,107.9700,108.1100,156195
2018-08-23 10:20:00,107.8200,108.0700,107.8200,108.0100,185811
2018-08-23 10:15:00,108.0600,108.1100,107.8150,107.8150,271224
2018-08-23 10:10:00,107.9100,108.1750,107.9100,108.0399,337464
2018-08-23 10:05:00,107.9300,107.9650,107.8500,107.9000,150117
2018-08-23 10:00:00,107.9900,108.0100,107.8800,107.9100,265263
2018-08-23 09:55:00,108.0700,108.0700,107.8700,107.9700,218886
2018-08-23 09:50:00,108.0700,108.0700,107.9150,108.0599,324863
2018-08-23 09:45:00,107.8400,108.0700,107.8300,108.0400,377890
2018-08-23 09:40:00,107.9500,108.0200,107.7600,107.8200,388667
2018-08-23 09:35:00,107.4600,107.9750,107.4400,107.9500,550623
2018-08-23 09:30:00,107.2400,107.4400,106.9600,107.4357,788152
2018-08-22 15:55:00,107.1500,107.2100,107.0500,107.0500,970838
2018-08-22 15:50:00,107.2100,107.2100,106.9700,107.1600,622988
2018-08-22 15:45:00,107.1300,107.2150,107.1100,107.2100,212245
2018-08-22 15:40:00,107.3000,107.3000,107.1200,107.1300,316250
2018-08-22 15:35:00,107.2450,107.3400,107.2400,107.3100,235702
2018-08-22 15:30:00,107.1600,107.2900,107.1600,107.2500,370619
2018-08-22 15:25:00,107.1400,107.1650,107.1000,107.1600,257330
2018-08-22 15:20:00,107.1200,107.1850,107.1200,107.1500,264582
2018-08-22 15:15:00,107.0900,107.1300,107.0400,107.1150,166045
2018-08-22 15:10:00,107.0600,107.0947,107.0550,107.0900,142262
2018-08-22 15:05:00,107.0650,107.0650,107.0100,107.0600,112520
2018-08-22 15:00:00,107.0300,107.0700,107.0000,107.0690,196407
2018-08-22 14:55:00,106.9400,107.0400,106.9000,107.0300,153888
2018-08-22 14:50:00,106.8950,106.9512,106.8800,106.9500,94873
2018-08-22 14:45:00,106.9600,106.9600,106.8800,106.8900,105990
2018-08-22 14:40:00,106.8900,106.9500,106.8550,106.9347,116409
2018-08-22 14:35:00,106.9650,106.9700,106.9000,106.9000,113090
2018-08-22 14:30:00,106.9250,106.9850,106.9000,106.9600,127132
2018-08-22 14:25:00,106.8500,106.9400,106.7800,106.9100,255628
2018-08-22 14:20:00,106.8950,106.9300,106.8500,106.8500,122934
2018-08-22 14:15:00,106.9000,106.9450,106.8499,106.8800,193455
2018-08-22 14:10:00,106.9200,106.9400,106.8100,106.9054,112200
